Transaction_ID,System_Timestamp,Document_Date,GL_Account_Code,Entity_ID,Amount,Transaction_Type,Status,Description
ccb7aa11-692c-4934-a5ec-00865166b5a3,2026-04-05 04:41:06,2026-04-05 04:41:06,3000,CUST_6400,4113.98,Vendor Credit,Draft,Online Payment
68f2bd0f-372d-4df0-8af2-5754cdcf8d1c,2026-04-05 05:18:55,2026-04-05 05:18:55,4000,CUST_1154,836.03,Vendor Credit,Draft,Payment Receipt
0ad9b60e-7cc1-4c10-ad23-df208889014b,2026-04-05 05:37:31,2026-04-05 05:37:31,1000,VEND_9074,116.84,Vendor Credit,Draft,ACH TRANSFER
6e228c84-5225-42d3-b16b-89ea616dd935,2026-04-05 07:08:53,2026-03-30 07:08:53,1200,VEND_5093,8112.63,Invoice,Draft,Invoice - Maintenance
4327a56e-71a2-4c38-8b10-4d5deee412ac,2026-04-05 14:19:07,2026-04-05 14:19:07,3000,VEND_5466,2678.21,Invoice,Pending,Invoice - Maintenance
d11d004b-cd59-4128-a29a-137de5e2b9cd,2026-04-05 15:08:24,2026-04-05 15:08:24,2100,CUST_2373,8768.9,Vendor Credit,Pending,wire transfer
dee8c2d7-40f2-46fa-8da6-c65161891789,2026-04-05 19:47:18,2026-04-05 19:47:18,5000,,-654.04,Payment,Posted,Credit Card Payment
0528a624-6045-4321-8d03-5b58df50a373,2026-04-06 04:44:29,2026-04-06 04:44:29,7000,VEND_9259,4192.46,Payment,Pending,Credit Card Payment
eec490b2-9258-4deb-9645-f380aae8377e,2026-04-06 07:03:39,2026-04-06 07:03:39,1100,CUST_6707,4558.77,Payment,Draft,Credit Card Payment
d46420af-f827-43ee-b139-82d6ec47bf78,2026-04-06 09:07:02,2026-04-06 09:07:02,1200,VEND_7882,628.65,Bill,Posted,Bill - Services
141e6171-a393-4c24-ad14-1bc97cc8cccf,2026-04-06 10:10:26,2026-04-06 10:10:26,1200,,129.69,Payment,Pending,wire transfer
dcd30e6f-0f41-46d7-a979-133cf17b499b,2026-04-06 11:48:00,2026-04-06 11:48:00,7000,VEND_6990,9918.07,Vendor Credit,Posted,cREDIT CARD PAYMENT
5b60bc15-7aaa-4418-b38e-9f64e86de730,2026-04-06 12:20:16,2026-04-06 12:20:16,2100,VEND_1916,3753.3,Invoice,Pending,Invoice - Maintenance
307a2f47-0f13-4766-9de3-8d0275c4445b,2026-04-06 12:40:54,2026-04-06 12:40:54,2000,VEND_4532,7816.39,Bill,Posted,Bill - Maintenance
1cbd3867-59e9-4755-b7d1-6be832d4efe1,2026-04-06 13:09:13,2026-04-03 13:09:13,4000,CUST_8058,856.59,Payment,Pending,Online payment
d92db1b9-3509-4879-996c-ac53dcc6217b,2026-04-06 14:43:48,2026-04-06 14:43:48,3000,VEND_9514,9436.04,Vendor Credit,Posted,Refund
646805fe-0c6f-471a-b524-a9b45cf2de48,2026-04-06 15:19:54,2026-04-06 15:19:54,2100,VEND_7498,1991.31,Payment,Posted,Refund
ee56d24c-35ba-4366-a729-f99bd16bef8d,2026-04-06 16:43:15,2026-04-06 16:43:15,5000,VEND_8110,-590.95,Payment,Posted,Wire Transfer
38e8f5ee-06b4-4540-8021-cbccd945e02c,2026-04-06 17:53:13,2026-04-06 17:53:13,1200,CUST_7188,-4679.33,Invoice,Draft,Invoice - Products
bcd0e0cd-f820-49f1-9f7d-fb8d398e8f36,2026-04-06 20:04:40,2026-04-06 20:04:40,2100,VEND_2939,9247.78,Invoice,Posted,Invoice - Products
acc2890d-9b27-420f-9568-b0c4e3b55360,2026-04-06 20:19:01,2026-04-06 20:19:01,2000,CUST_3993,1926.93,Vendor Credit,Pending,rEFUND
8fc9f687-c69f-4a6d-96dc-76d7c49d9a1c,2026-04-06 21:58:02,2026-04-06 21:58:02,7000,CUST_4174,5661.41,Payment,Posted,ACH TRANSFER
39ad4a41-a354-4c09-a8c9-d5cce80bfdbd,2026-04-06 22:59:00,2026-03-27 22:59:00,2000,CUST_7025,-3436.27,Vendor Credit,Draft,refund
9ac9d2cd-5298-481f-9643-5b1ca7d9c952,2026-04-07 00:57:40,2026-04-07 00:57:40,1000,CUST_8270,7992.26,Payment,Posted,Check #1234
6293c2a2-5311-45e3-940e-40f7d1048484,2026-04-07 01:17:18,2026-04-07 01:17:18,2000,CUST_5713,-1537.96,Invoice,Pending,Invoice - Maintenance
85f6f94a-5f2e-48bc-85d5-876c735d61a4,2026-04-07 01:39:24,2026-04-07 01:39:24,4000,CUST_6254,6557.54,Bill,Posted,Bill - Consulting
bca001ea-329b-47ea-9f37-332793a20517,2026-04-07 04:09:59,2026-04-07 04:09:59,4000,CUST_8381,8574.1,Vendor Credit,Draft,ach transfer
d704c8fd-1b0d-4ee3-ad30-dcc5d1309d53,2026-04-07 05:17:08,2026-04-07 05:17:08,4000,CUST_3485,-2191.43,Bill,Posted,Bill - Products
282ce900-719e-4979-b11f-2f8325b78aab,2026-04-07 05:50:05,2026-04-07 05:50:05,5000,CUST_8294,-230.14,Invoice,Draft,Invoice - Services
6783f049-7cb4-4d3f-bb98-dc196ac3abd1,2026-04-07 07:08:43,2026-04-07 07:08:43,7000,VEND_1430,6581.73,Bill,Posted,Bill - Products
a2999eab-4c1c-4b0d-8ea1-8e81de792341,2026-04-07 11:19:04,2026-04-07 11:19:04,1000,VEND_2902,-572.58,Payment,Pending,Credit Card Payment
174ce156-1059-4c24-9809-1b16570a436e,2026-04-07 13:21:50,2026-04-07 13:21:50,2000,,131.96,Vendor Credit,Pending,ach transfer
97a9aa5e-ff93-4f7e-ab75-cd61e6e80971,2026-04-07 15:27:19,2026-04-07 15:27:19,4000,CUST_9561,9085.96,Bill,Draft,Bill - Maintenance
3b8ee4ef-57c9-4b9d-bcf0-0710e94b994c,2026-04-07 15:35:49,2026-04-07 15:35:49,2000,VEND_5717,3826.91,Vendor Credit,Posted,ACH TRANSFER
50a8eb00-6099-41dc-9300-fa544711b35e,2026-04-07 19:01:37,2026-03-31 19:01:37,1200,CUST_9196,6683.8,Bill,Posted,Bill - Maintenance
029e8762-ad3a-4b4f-85ae-efc7542ee982,2026-04-07 19:21:30,2026-04-07 19:21:30,1000,CUST_8282,-473.78,Payment,Pending,Refund
b48a9939-3b33-48cc-8708-a83633a5fe86,2026-04-08 00:57:12,2026-03-31 00:57:12,1000,VEND_7471,3833.47,Vendor Credit,Posted,CHECK #1234
defd4c94-3081-49be-848e-7301c2b94667,2026-04-08 03:29:17,2026-04-08 03:29:17,6000,VEND_5723,415.68,Bill,Pending,Bill - Services
aec81ae9-53c5-43f8-8bbe-488a1ae254b6,2026-04-08 04:47:47,2026-04-08 04:47:47,2100,VEND_5009,-1184.06,Vendor Credit,Posted,Ach Transfer
5fc88f48-15e4-45af-807b-8bc8ef44fd8e,2026-04-08 05:24:39,2026-04-08 05:24:39,5000,VEND_1124,7824.14,Bill,Pending,Bill - Consulting
9f4d43e6-fc07-488a-8637-ebcefc140abe,2026-04-08 06:48:20,2026-04-08 06:48:20,1000,CUST_1241,3425.71,Bill,Pending,Bill - Consulting
623f612f-d49d-44f6-8e10-9e7e26153aba,2026-04-08 10:42:45,2026-04-08 10:42:45,2100,,6555.54,Payment,Pending,wIRE TRANSFER
33290f7d-9f14-43eb-b6bf-af87c51d06b0,2026-04-08 11:12:47,2026-04-08 11:12:47,2100,CUST_1480,4298.95,Invoice,Pending,Invoice - Services
64c17d0d-631c-4992-9dad-8cdfa14d5c7b,2026-04-08 13:26:14,2026-04-08 13:26:14,1200,CUST_3406,-3711.28,Payment,Draft,cREDIT CARD PAYMENT
c7ba29e7-99f8-4cf4-aad4-cb9d37b84177,2026-04-08 14:09:59,2026-04-08 14:09:59,3000,CUST_6591,4287.2,Bill,Pending,Bill - Consulting
19df0ad5-5637-4a55-b88f-2b73a0d1a0e8,2026-04-08 15:43:59,2026-04-08 15:43:59,4000,CUST_7604,5177.6,Vendor Credit,Posted,ONLINE PAYMENT
40aa591d-d04c-4fd3-991b-12de30ebbe38,2026-04-08 16:46:52,2026-04-08 16:46:52,1000,VEND_6294,7440.56,Vendor Credit,Posted,Credit Card Payment
15ec176e-c67e-4a79-9177-45d69228d188,2026-04-08 16:55:57,2026-04-08 16:55:57,6000,CUST_4483,335.75,Payment,Draft,check #1234
e96730ab-ad8a-4b3e-aea8-881797107b6c,2026-04-08 18:52:25,2026-04-08 18:52:25,4000,CUST_2273,-2583.57,Vendor Credit,Posted,wire transfer
1d18b02e-a134-4709-9b39-ae23e30d63d4,2026-04-08 20:49:50,2026-04-08 20:49:50,4000,,5279.86,Bill,Draft,Bill - Services
577f998b-cd51-49a2-9574-4c8493b9ea00,2026-04-08 21:03:53,2026-04-08 21:03:53,4000,VEND_8738,8446.87,Payment,Pending,refund
bcfc9218-ae41-437a-a92a-8e4b7eaad94d,2026-04-09 01:19:55,2026-04-09 01:19:55,3000,VEND_9664,-116.17,Invoice,Posted,Invoice - Consulting
b082475e-39f0-47ac-81c4-90aa9eebadbc,2026-04-09 02:44:12,2026-04-09 02:44:12,1000,VEND_3283,1449.96,Vendor Credit,Posted,WIRE TRANSFER
ebbd6bd0-127a-4fb3-81f8-fae0d31ae666,2026-04-09 04:23:54,2026-04-09 04:23:54,3000,VEND_8296,3061.66,Invoice,Posted,Invoice - Services
3a7b0a45-4c39-44cb-8910-bfa0a9dccca3,2026-04-09 07:31:49,2026-04-09 07:31:49,6000,CUST_3846,-843.68,Invoice,Posted,Invoice - Services
b3e6a01a-b195-4f24-bdc7-0b253847d2fd,2026-04-09 11:21:18,2026-04-09 11:21:18,1000,VEND_7291,-875.45,Invoice,Posted,Invoice - Products
e4d6bc32-8c05-4856-b360-d86f64fce399,2026-04-09 11:49:18,2026-04-09 11:49:18,2000,CUST_1149,4565.54,Invoice,Draft,Invoice - Maintenance
affe2db4-d51d-4ad6-8143-00e7ef636dfd,2026-04-09 11:59:00,2026-04-09 11:59:00,5000,CUST_4436,7486.34,Invoice,Pending,Invoice - Services
7691f4f7-62e4-48ef-85ab-837ffbef223a,2026-04-09 12:21:04,2026-04-09 12:21:04,2100,CUST_2409,1435.02,Payment,Pending,ach transfer
245e087d-b14d-49f1-927f-653285080baa,2026-04-09 12:28:18,2026-04-09 12:28:18,1100,VEND_6763,-2821.74,Invoice,Posted,Invoice - Products
5a69e408-fc3a-4e16-a0f7-12a2e56fd1e9,2026-04-09 13:57:08,2026-04-09 13:57:08,2000,VEND_4437,7611.25,Bill,Pending,Bill - Consulting
9a981cad-2433-4ae4-a69d-c29ee0449ee2,2026-04-09 14:43:04,2026-04-09 14:43:04,3000,VEND_4708,-4046.11,Bill,Draft,Bill - Services
2c3c8dd6-da4c-4e32-8758-585ac2132c7e,2026-04-09 15:45:15,2026-04-09 15:45:15,2000,CUST_7932,748.91,Vendor Credit,Draft,cREDIT CARD PAYMENT
1a8f7625-c0b3-483e-8447-cd00dfa64271,2026-04-10 02:58:41,2026-04-10 02:58:41,5000,CUST_2387,-978.35,Vendor Credit,Draft,Ach transfer
c9c1691c-3a06-4d68-90f6-94070527567f,2026-04-10 08:38:46,2026-04-10 08:38:46,2100,CUST_6876,1033.78,Payment,Draft,rEFUND
47d17bcd-837c-49c0-be71-84fd96d6b8a0,2026-04-10 11:38:14,2026-04-10 11:38:14,1200,VEND_2188,9419.81,Vendor Credit,Draft,Online Payment
0d269d89-00cc-4aa5-a93c-e05813a74e85,2026-04-10 14:58:30,2026-04-10 14:58:30,6000,CUST_5192,4572.94,Bill,Pending,Bill - Maintenance
96ee8dbe-5645-40ce-9c74-0cd697731148,2026-04-11 00:25:09,2026-03-30 00:25:09,4000,CUST_4638,7865.82,Payment,Posted,check #1234
3807f15a-53b8-4605-b765-f97e11eacf2a,2026-04-11 11:33:11,2026-04-05 11:33:11,7000,VEND_5097,3028.2,Vendor Credit,Pending,ONLINE PAYMENT
955fe36b-d69f-4491-8a44-7aa5e79e513d,2026-04-11 15:23:45,2026-04-11 15:23:45,2000,CUST_4594,9826.82,Vendor Credit,Pending,PAYMENT RECEIPT
2ca359db-580b-41c2-81ed-c5873f39ef5f,2026-04-11 19:22:38,2026-04-11 19:22:38,2000,VEND_4802,5880.71,Bill,Draft,Bill - Maintenance
5eb4f7cc-6bbb-49bf-b5c3-7efcf54ccb88,2026-04-11 21:13:11,2026-04-11 21:13:11,1200,CUST_7874,7304.32,Vendor Credit,Pending,REFUND
f6efc002-832c-46ad-b777-92791f4777b8,2026-04-12 00:33:14,2026-04-12 00:33:14,4000,VEND_1668,9888.3,Vendor Credit,Pending,credit card payment
690031cf-1e53-4509-bc3d-4c83f8b4b6fc,2026-04-12 02:27:53,2026-04-12 02:27:53,3000,VEND_4401,4638.83,Invoice,Posted,Invoice - Products
6f7e3712-6d60-427a-8707-e8e499e8cb31,2026-04-12 02:50:01,2026-04-12 02:50:01,4000,CUST_8156,6932.09,Vendor Credit,Posted,ach TRANSFER
3a6ee338-9854-4822-bf74-eb487fba62a8,2026-04-12 02:50:33,2026-04-12 02:50:33,6000,CUST_9008,-2453.23,Invoice,Pending,Invoice - Products
25cc24fa-29bc-4898-b04a-e431b58a191a,2026-04-12 03:22:35,2026-04-12 03:22:35,1200,CUST_9530,236.68,Vendor Credit,Draft,ACH TRANSFER
3dfe1df7-0741-476c-b73d-dd04eee69593,2026-04-12 06:12:30,2026-04-12 06:12:30,2000,CUST_6747,5972.61,Payment,Pending,Refund
4eb8c726-b30b-43d1-8595-a891b70cd1a8,2026-04-12 06:29:49,2026-04-12 06:29:49,5000,VEND_1321,5856.41,Payment,Pending,Ach transfer
